idx,name,price
457, Botas de Lluvia Suecas  ,65857
458, El Anatomista  ,54095
459, Noah  ,59000
460, La Chica Que Lo Tenia Todo ,65238
461, Atardecer en París  ,69952
462, Besar al Detective  ,79048
463, El Reino de la Bella Durmiente  ,71762
464, El Viaje mas Largo  ,56952
465, Camelot  ,67619
466, La Legión de los Inmortales  ,64619
467, Futu. Re  ,75905
468, Five Nights at Freddy's 1 los Ojos de Plata  ,85619
469," Los Asesinos del Emperador: El Ascenso de Trajano, el Primer Emperador Hispano de la Historia (Novela Histórica)  ",77286
470, La Isla Prometida  ,52714
471, El Hombre Vacío  ,26000
472, La escritora ,94762
473, Leon Dorado ,70762
474, Joven y alocada  ,112190
475, Un Largo Camino a Casa  ,53286
476, El rey de los Bajos Fondos  ,52714
477, Búscame en tus Sueños  ,64381
478, El Honorable Colegial  ,57667
479, Lunar Park (Debolsillo Limited)  ,58476
480, El Rabino  ,47381
481, La Vida Entera  ,273571
482, 4. Festin de Cuervos  Cancion de Hielo y Fuego  ,73190
483, Si  ,77095
484, Austerlitz  ,84095
485, El rey de la Habana  ,66714
486," Lota, 1960. La Huelga Larga del Carbon  ",93762
487," Sueño de Plata,El  ",62190
488, La Guerra de las Tormentas i. El Camino de los Reyes  ,176143
489, La Cruz Ardiente  ,67476
490, El Regreso del Caton  ,61476
491, El Destino de Diez  ,66000
492, Por el Sendero de las Lagrimas  ,64857
493, Cucarachas  ( Libro 2 de la Serie Harry Hole )  ,61905
494, Palmeras en la Nieve  ,77286
495, Las Reglas del Destino  ,68095
496, El Gran Desierto  ,50810
497, La Sangre de los Inocentes  ,108238
498, Sorprendida. El affaire Blackstone III  ,189619
499, Una Novela Rusa  ,65429
500, Matar a un Ruiseñor  ,57333
501, Persona  ,66905
502, Las Buenas Amigas  ,87905
503, Los Dioses Tambien Aman ,75810
504, Alejandro Magno y las Aguilas de Roma  ,105238
505, El Ejercito de Dios  ,101238
506, Un Traidor Como los Nuestros  ,54476
507, La Muerte Llega a Pemberley  ,36000
508, La Sombra de la Montaña  ,64476
509, Pecado  ,72571
510, La Ultima Cancion  ,67619
511, La Sonrisa de un Perro  ,73190
512, El Estafador  ,111667
513, Un regalo extraordinario  ,52810
514, Playback  ,54905
515, Los Herederos de la Tierra  ,86952
516, El Simpatizante  ,59381
517, El Secreto Del Dresden (Novela)  ,84952
518, La luz que Perdimos  ,82000
519, La Ultima Cancion  ,66905
520, A la Caza de la Mujer  ,49762
521," LAGRIMAS DE JULIO CESAR,LAS  ",72000
522, Dara & Nick  ,67524
523, El Último Adiós  ,87905
524, Comer Rezar Amar  ,56905
525, Juegos Funerarios (Saga Tirano 3)  ,67286
526, Espartaco: Rebelión  ,101667
527, Palabras Radiantes  ,102810
528, Las ilusiones perdidas (libro en Espanol)  ,37000
529, El Primer Hombre Malo ,67524
530, Un Traidor Como los Nuestros  ,57667
531, La Templanza  ,84667
532, Chaman  ,75095
533, La Casa Rusia ,57667
534, Un pedigrí  ,62333
535, La Catedral del mar  ,54952
536, La Sinfonía del Tiempo  ,62571
537, Las Hijas de España (Los Reyes Católicos 3) (b de Bolsillo)  ,69238
538, Te lo Dije  ,84048
539, EL HEREDERO DEL DIABLO ,64381
540, Cianuro Espumoso  ,64048
541, Algo Parecido al Verdadero Amor  ,59524
542, Un Elefante Para Carlomagno  ,59000
543, La Bodega  ,44714
544, Liquidacion Final  ,54667
545, Las Cadenas del Destino  ,84952
546, La Chica Del Tambor  ,57667
