idx,name,price
162,Romeo Y Julieta,30000
163,Manual De Nutrición Animal,370000
164,El Vuelo Magico,130000
165,Obras Completas (4) - Franz Kafka,240000
166,No Hay Causa Perdida,99000
167,Crimen Y Castigo,89000
168,Alicia A Traves Del Espejo ,25000
169,El Origen De Las Especies - Charles Darw...,45000
170,La Montaña Magica,59000
171,Los Pasos Perdidos ,30000
172,Temas De Orientación Técnica Tot Práctic...,89000
173,El Marqués De Sade,25000
174,La Peste ,30000
175,Cultivo Y Explotación De La Guanabana,152000
176,"Ciencia, Tecnología E Industria De Alime...",296000
177,El Alma De La Toga,25000
178,Así Hablaba Zaratustra,30000
179,America,29000
180,El Lobo Estepario,32000
181,Temas De Orientación Tot Práctico En Bel...,89000
182,Los Viajes De Gulliver,29000
183,Obras Selectas De H. P. Lovecraft,99000
184,El Extraño Caso Del Doctor Jekyll Y Mr....,25000
185,La Colmena,30000
186,Necronomicón Los Mejores Relatos,30000
187,El Viejo Y El Mar ,24000
188,Temas De Orientación Top Practico En Dis...,89000
189,El Fantasma De Canterville,17000
190,La Divina Comedia,50000
191,Antologia De Terror,90000
192,Aprende A Dibujar Comic,69000
193,Cronicas Marcianas ,37000
194,Popol Vuh ,29000
195,El Príncipe,30000
196,La Dinamica De Las 4 Aes ,50000
197,Crimen Y Castigo,45000
198,El Diario De Ana Frank,30000
199,La Misa Ha Terminado,35000
200,Memoria Y El Perdon Las Comisiones De La...,59900
201,Expropiacion Forzosa En America Latina Y...,91900
202,Travesias Por El Caribe Contemporaneo. L...,58900
203,"Diecinueve Enaguas, Las",18900
204,Camilo Torres Restrepo. Sacerdocio Y Pol...,55150
205,Pensamiento Y Accion. Los Senderos Recor...,46900
206,Perfiles Del Libertador,36900
207,Relatos Sin Calibre Parece Que Prefieres...,18900
208,Ladron Que Roba Ladron,18900
209,Correspondencia Con Los Arboles,18900
210,"Ultimas Aluas De La Noche, Las",48900
211,Un Largo Invierno Sin Promesas,20900
212,Un Profeta Invisibilizado. Monseñor Gera...,28900
213,Recintos Del Extranjero,18900
214,Maestro Cuento,38900
215,Palabras Que Migran,36900
216,Transculturacion Narrativa: La Clave Way...,28900
217,Recuerdos De Infancia Y Anecdotario,38900
218,Busqueda Del Paraiso. Una Biografia De J...,28900
219,50 Meses En Moscu,36900
220,Jorge Zalamea Enlace De Mundos. Quehacer...,67900
221,Cartas De Amor En Tiempos De Guerra,53900
222,Voces De Las Tierras Bajas,25900
223,Autorretrato De Otro Sueños De La Isla Y...,62900
224,Palabras Al Fresco. Poemario,25900
225,Memorias Criticas De Un Estudiante De Hu...,18900
226,Sin Asombro Y Sin Ira,56900
227,Primero De Mayo Y Otros Cuentos,40900
228,"Enfermedad Feliz Y Otras Obras, La",56900
229,Cuaderno De Memorias Coloniales,46900
230,"Dama Del Bar Nevada Y Otros Cuentos, La",35900
231,De Ferney A Paris,24900
232,Enciclopedia,51900
233,"Gran Burundun Burunda Ha Muerto, El",46900
234,Una Holandesa En America,67900
235,Ciudad Antes Del Alba Antologia Poetica,46900
236,"Niño De Ojos De Gigante, El",67900
237,Cronicas De Lo Intangible. El Brasil De...,19900
238,Autopsia De Un Mar De Ruinas,51900
239,"Sombrero Del Sur, El",51900
240,Mas Arriba Del Reino. Cuentos Completos,46900
241,Raiz Del Silencio. Poemario,18900
242,De Piel En Piel (Ekdysis) Poemas Sombras...,31900
243,Bestiario. Poemario,25900
244,Ronald Syme El Camino Hasta La Revolucio...,142900
245,Una Viajera Por Asia Central Lo Que Qued...,65900
246,Cicatrices En Mi Piel. Los Niños De La C...,56000
247,La insoportable levedad del ser,45000
248,El hombre que amaba a los perros,53000
249,De qué hablo cuando hablo de escribir,45000
250,La Torre Oscura I - El Pistolero,48000
251,Walter Benjamin - Gershom Scholem Corres...,101900
252,"Canto De La Espada, El",90900
253,Gilgames Rey De Uruk,147900
254,Pasajero De Transito,60900
255,Aquella Montaña Tan Lejana,85900
256,Vida Perdida Memorias 1,126900
257,"Veinticuatro Categorias De La Poesia, La...",70900
258,Paul Celan Obras Completas,178900
259,Inventario De La Casa De Campo,75900
260,En Casa De Los Weil Andre Y Simone,75900
261,Como Si No Pisase El Suelo. Trece Ensayo...,101900
262,Hilde Domin En La Poesia Española,60900
263,Antologia Nueva Ernesto Cardenal,90900
264,"Paul Celan Poeta, Superviviente, Judio",193900
265,Paul Celan Nelly Sachs Correspondencia,70900
266,Viaje A La Transparencia. Obra Poetica C...,142900
267,Gilgames O La Conquista De La Inmortalid...,90900
268,Canto Del Oeste Coreano,60900
269,Poemas Venecia Salvada,60900
270,Poemas Y Prosas De Juventud,101900
271,Versos Del Pluriverso,49900
272,Teresa De Avila Biografia De Una Escrito...,101900
273,Oh Corazon Ardiente. Poemas De Amor Y De...,90900
274,Del Alma El Corazon Y El Intelecto. Himn...,49900
275,Paraiso Cercado,80900
276,Nada Hay Donde La Palabra Quiebra. Antol...,80900
277,Memorias De Un Librero,102900
278,Fin De Los Libros Y Otros Cuentos Para B...,93900
279,"Te Voy A Hacer Una Autocritica, Dicciona...",64900
280,Fianchetto El Ajedrez Como Una De Las Be...,88900
281,Apaches De Paris. Memorias De Casque D`O...,83900
282,Planner Pascualina Brujo - Pop,73000
283,Pascualina Filmart 2019,75000
284,Pascualina Studio 2019,70000
285,"Pascualina Cuento, Actividades y sticker...",65000
286,Agenda Pascualina Paris + Novela La Niña...,73000
287,LOS VIAJES SECRETOS DE PASCUALINA: La Ni...,70000
288,14/7 El Descubrimiento,39000
289,Virtual Hero III. La Máscara Del Troll -...,29000
290,El Tiempo Entre Costuras,68000
291,Luna De Pluton - La Guerra De Ysaak ,49000
292,La Destrucción De Una República,69000
293,Nueva Historia De La Revolucion Rusa,95000
294,"Gramatica Descomplicada, La",43900
295,Mao. La Historia Desconocida,147900
296,Caída Libre - Joseph E. Stiglitz,54000
297,Del Fascismo Al Populismo En La Historia,49000
298,Eichmann Y El Holocausto,24000
299,OBRA SELECTA,78000
300,"Novela Como Historia, La",31900
301,Contestación A La Pregunta: ¿Qué Es La I...,19900
302,Martin Lutero - Renegado Y Profeta,69000
303,Cell - Stephen King,47000
304,Expedicion El Principito,37900
305,Mi Negro Pasado,51000
306,"Dia Que Se Perdio La Cordura, El",53900
307,Locamente Millonarios,53900
308,El Día que se Perdió el Amor,55000
309,La Luz Que No Puedes Ver ,78000
310,Un Extraño En Casa,52000
311,Seremos Recuerdos,55900
312,Sigo Siendo Yo,57000
313,Un Extraño En La Casa,40900
314,Yo Antes De Ti (Pelicula),56900
315,"Luz Que Perdimos, La",50900
316,Fuimos Canciones,55900
317,Maravillosa Liberacion,53900
318,El Dia Que Se Perdio El Amor,55000
319,YO ANTES DE TI,69000
320,Todo Lo Que Sucedio Con Miranda Huff,53900
321,"Dia Que Se Perdio El Amor, El",53900
322,La Hija del Relojero,57000
323,El Dia Que Se Perdio La Cordura,65000
324,El Plan Infinito,36000
325,El Cuaderno De Maya,49000
326,La Casa De Los Espíritus,33900
327,Mi País Inventado,34900
328,Retrato En Sepia,27000
329,MAESTRÍA EN LIDERAZGO,55000
330,Muestras Del Diablo,50000
331,Las Venas Abiertas De America Latina / G...,79000
332,Justicia Y Paz En La Novela De Crimenes,59900
333,"Cielo Y Otros Infiernos, El",46900
334,Asedios A La Palabra (Para Un Arte Poeti...,72000
335,Sueño Blanco,48900
336,Cuando El Aire Es Azul,81900
337,Despierta Ya!,39900
338,"Forma Del Silencio, La",68900
339,Panico O Peligro,49900
340,"Posibilidades Del Odio, Las",74900
341,Lealtades Enmarañadas. Vida Y Epoca De I...,163900
342,"Cazador De Historias, El",50900
343,Antonio Deltoro. El Quieto,26900
344,Luis Rosales. Porque La Muerte No Interr...,36900
345,Juan Carlos Marset. Laberinto,26900
346,Mario Rivero Poesia Completa,55900
347,Carlos Pezoa Veliz. Nadie Dijo Nada,31900
348,Miguel Angel Zapata. Fragmentos De Una M...,36900
349,Ricardo Gullon. Conversaciones Con Juan...,34900
350,Eduardo Milan. Solvencia,29900
351,Francisco Jose Cruz. El Espanto Seguro,26900
352,Enrique Banchs. La Urna,41900
353,Joaquin Pasos. Poesia Completa,36900
354,Lila Zemborain. El Rumor De Los Bordes,26900
355,Juan Parra Del Riego. Poesia Completa,45900
356,Manuel Gonzalez Prada. Baladas Peruanas,31900
357,Manuel Diaz Martinez. Objetos Personales...,55900
358,Carlos German Belli. Los Versos Juntos 1...,57900
359,"Elkin Restrepo. Como En Tierra Salvaje,...",31900
360,Ruben Dario. Poesia Esencial,55900
361,Rafael Courtoisie. Poesia Y Caracol,26900
362,Jose Antonio Ramos Sucre. Poesia Complet...,55900
363,Carlos German Belli. Los Dioses Domestic...,31900
364,"Pedro Lastra. Al Fin Del Dia 1958-2013,...",45900
365,Todo Me Cae Mal,37000
366,Reconéctate,42000
367,Nada Es Personal,45000
368,Desahogate,39000
369,Amor Es El Proposito,37000
370,"Muerte De Mi Hermano Abel, La",130900
371,Ulises. Tercera Parte: El Duelo De Los P...,62900
372,Jota Erre,138900
373,Para Cada Tiempo Hay Un Libro,46900
374,En Busca Del Tiempo Perdido. (Ii) A La S...,70900
375,Tuberias,73900
376,"Opera Flotante / El Final Del Camino, La",109900
377,Cronicas Escogidas,54900
378,"Boca Llena De Tierra, La",54900
379,Tinieblas De Un Verano,85900
380,"Fantasma Y El Poeta, El",62900
381,Gallinas De Madera,62900
382,"Idioma Materno, El",62900
383,Che Una Vida Revolucionaria,97900
384,Preparacion Para La Proxima Vida,96900
385,"Mujer Singular Y La Ciudad (Reimp.Col),...",46900
386,Ruiseñores De Inglaterra,62900
387,En Busca Del Tiempo Perdido. Un Amor De...,70900
388,"Aventuras De Huckleberry Finn, Las",102900
389,"Solidaridades Misteriosas, Las",82900
390,"Viajes De Gulliver, Los",114900
391,Bye Bye Babilonia. Beirut 1975-1979,102900
